62.027341|62.286837|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 1235, 1235, 243, 1075, 283, 1235, 1235, 1235, 1231]|0.2594959999999986|[1e-05, 0.0007050000000035084, 0.0007389999999958263, 0.0008419999999986771, 0.00027100000000501723, 0.0016660000000001673, 0.0002919999999946299, 0.2529779999999988, 0.0008060000000043033, 0.0007820000000009486, 0.0003010000000003288]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.190355|62.288405|10.0.2.15|198.52.200.39|TCP|36922|443|[54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.09805000000000064|[1e-05, 0.09395000000000664, 0.00021799999999672082, 0.0006830000000022096, 0.0001759999999961792, 0.0006309999999984939, 0.00017200000000627824, 0.0017169999999993024, 7.799999999491547e-05, 0.0002570000000048367, 6.699999999426609e-05]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.284763|62.288589|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.00382600000000366|[1e-05, 0.0002589999999997872, 0.0004710000000045511, 0.00025699999999773127, 0.0005919999999974834, 0.00018700000000393402, 0.00030799999999686634, 0.001269999999998106, 7.000000003642981e-06, 0.00029099999999715465, 7.300000000043383e-05]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.288589|62.406838|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.11824899999999872|[1e-05, 6.49999999993156e-05, 0.09774000000000171, 0.015198999999995522, 0.00018800000000140926, 0.0028250000000014097, 0.00015400000000198588, 0.000633999999998025, 0.0001490000000003988, 0.000633999999998025, 0.0002539999999982001]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.288699|62.406958|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.11825900000000189|[1e-05, 0.00011699999999592592, 0.0001160000000055561, 0.11306899999999587, 0.0003200000000020964, 0.0002479999999991378, 0.002316000000000429, 0.00034000000000133923, 0.0005319999999997549, 0.00025300000000072487, 0.0008279999999984966]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.288049|62.407523|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 1235, 203, 1235, 637, 1235, 1235, 1235, 1235, 243]|0.11947399999999675|[1e-05, 0.0003829999999993561, 0.0003370000000018081, 0.00011800000000050659, 0.11318099999999731, 0.00037499999999823785, 0.0025760000000047967, 0.0007839999999958991, 0.001155000000004236, 0.00038499999999430656, 0.00012700000000620548]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.40705|62.508686|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.10163599999999917|[1e-05, 0.0002570000000048367, 8.399999999397778e-05, 0.00013200000000068712, 0.0006290000000035434, 0.00012900000000115597, 0.00016099999999852344, 0.09896499999999975, 0.0002750000000020236, 0.0005359999999967613, 0.0002899999999996794]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.407125|62.508839|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 54, 54, 1514, 1514, 1514, 1514, 1514]|0.10171400000000119|[1e-05, 7.199999999585316e-05, 0.0008070000000017785, 8.800000000519503e-05, 0.0422229999999999, 0.05537700000000001, 0.0013599999999982515, 0.0001660000000001105, 0.0006429999999966185, 0.00015100000000245473, 0.0006739999999965107]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.508977|62.626593|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.11761599999999817|[1e-05, 0.0003759999999957131, 0.0003980000000041173, 0.002214999999999634, 0.0002500000000011937, 0.0005589999999955353, 0.00024700000000166256, 0.000529999999997699, 0.0002480000000062432, 0.00030099999999322335, 0.11233600000000621]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.40823|62.626812|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1075, 797, 1235, 1235, 1235, 717, 1235, 1235, 1235, 717, 1235]|0.21858199999999783|[1e-05, 0.00013099999999610645, 0.09913500000000397, 0.0007929999999944926, 0.0009140000000016357, 0.00040100000000364844, 0.002506999999994264, 0.0008070000000017785, 0.0007760000000018863, 0.00029899999999827287, 0.11260000000000048]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.508839|62.629453|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514]|0.12061399999999622|[1e-05, 0.0028450000000006526, 0.00017499999999870397, 0.0006300000000010186, 0.00017899999999571037, 0.0006100000000017758, 0.00016800000000216642, 0.10490000000000066, 0.007740999999995779, 0.00021399999999971442, 0.003013000000002819]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.626812|62.635665|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.008853000000001998|[1e-05, 0.00027899999999903, 0.00259799999999899, 0.00010300000000285081, 0.0013489999999976021, 0.00017799999999823513, 0.0005519999999989977, 0.00028900000000220416, 0.0006290000000035434, 0.00023699999999848842, 0.0003010000000003288]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.629453|62.684884|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.055430999999998676|[1e-05, 0.000641000000001668, 0.0001600000000010482, 0.0013500000000021828, 0.00016099999999852344, 0.0006780000000006225, 0.00015899999999646752, 0.003063000000004479, 8.299999999650254e-05, 0.048735999999998114, 0.00019400000000047157]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.626903|62.687018|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[123, 1235, 1235, 1235, 1235, 243, 1075, 1311, 1235, 1235, 1235]|0.06011500000000325|[1e-05, 0.0026879999999991355, 0.0016129999999989764, 0.0008120000000033656, 0.0008330000000000837, 0.00035400000000151977, 0.0026889999999966108, 0.00019600000000252749, 0.04886199999999974, 0.0007949999999965485, 0.001081000000006327]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.63581|62.689728|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.05391800000000302|[1e-05, 0.00016099999999852344, 0.00019600000000252749, 0.04871699999999635, 0.00027200000000249247, 0.000529999999997699, 0.0001750000000058094, 0.0008989999999968745, 0.00025800000000231194, 0.00021799999999672082, 0.00234400000000079]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.685331|62.847508|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54]|0.1621769999999998|[1e-05, 0.00017100000000169757, 0.0007689999999982433, 0.00021600000000177033, 0.0028250000000014097, 0.0001639999999980546, 0.000641000000001668, 0.00015799999999899228, 0.0005530000000035784, 0.00015599999999693637, 0.09272699999999645]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.282977|62.848205|198.52.200.39|10.0.2.15|TLSv1.2|443|36922|[597, 597, 1392, 345, 597, 597, 1392, 345, 597, 1392, 1373]|0.5652279999999976|[1e-05, 0.06574799999999925, 0.05206199999999939, 0.011575000000000557, 0.09317199999999559, 0.07668999999999926, 0.04315300000000377, 0.05777599999999694, 0.06567100000000181, 0.03485700000000236, 0.0638269999999963]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.689835|62.852447|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.16261199999999576|[1e-05, 0.0005400000000008731, 0.000190999999993835, 0.0005280000000027485, 0.0003200000000020964, 0.00031200000000097816, 0.1569069999999968, 0.00017700000000075988, 0.0026609999999962497, 0.0003050000000044406, 0.0006089999999971951]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.687124|62.854638|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[203, 1235, 1235, 1235, 1231, 761, 1235, 1235, 1235, 1235, 243]|0.16751400000000416|[1e-05, 0.0026040000000051577, 0.000727999999995177, 0.0008430000000032578, 0.000309000000001447, 0.15709400000000073, 0.0028549999999967213, 0.0008899999999982811, 0.0008710000000036189, 0.0008499999999997954, 0.00033499999999975216]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.848205|62.856817|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.008611999999999398|[1e-05, 0.0002119999999976585, 0.002504000000001838, 0.0001699999999971169, 0.0008800000000022123, 0.00018400000000440286, 0.000686999999999216, 0.00018999999999635975, 0.000686999999999216, 0.00018700000000393402, 0.0027539999999959264]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.852659|62.858791|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.006131999999993809|[1e-05, 0.0005049999999968691, 0.00027899999999903, 0.0005910000000000082, 0.0002980000000007976, 0.00030600000000191585, 0.002392999999997869, 0.00015499999999946112, 0.000618000000002894, 0.00025300000000072487, 0.0005619999999950664]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.856817|62.863433|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.0066160000000010655|[1e-05, 0.0006320000000030745, 0.00014999999999787406, 0.0006240000000019563, 0.0002749999999949182, 0.0007270000000048071, 0.0001759999999961792, 0.0026200000000002888, 0.00016700000000469117, 0.0007719999999977745, 0.0003469999999978768]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.859005|62.86474|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.0057349999999942725|[1e-05, 0.0005679999999941288, 0.00030200000000490945, 0.0003129999999984534, 0.00217999999999563, 0.00030000000000285354, 0.0007650000000012369, 0.00015599999999693637, 0.00031800000000004047, 0.0002479999999991378, 0.00044700000000119644]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.857079|62.907331|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1075, 1235, 1235, 1235, 403, 915, 1235, 1235, 173, 247, 1235]|0.05025200000000041|[1e-05, 0.0007710000000002992, 0.0009409999999974161, 0.0009560000000021773, 0.00031700000000256523, 0.002471999999997365, 0.000927000000004341, 0.0005019999999973379, 0.0007749999999973056, 0.03915600000000552, 0.003234999999996546]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.863665|62.90788|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514]|0.044215000000001226|[1e-05, 6.49999999993156e-05, 0.0005840000000034706, 0.00017499999999870397, 0.037500999999998896, 0.0013700000000014256, 0.0002059999999985962, 0.0030649999999994293, 0.00017400000000122873, 0.0007340000000013447, 0.00015700000000151704]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.864855|62.909931|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.04507600000000167|[1e-05, 0.038854999999998086, 0.0003240000000062082, 0.0030169999999998254, 0.00027999999999650527, 0.0005489999999994666, 0.0001600000000010482, 0.0005549999999985289, 0.0003470000000049822, 0.0005409999999983484, 0.00027599999999949887]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.908314|62.913376|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.005062000000002342|[1e-05, 0.00016100000000562886, 0.0006919999999936977, 0.0002080000000006521, 0.001989000000001795, 9.400000000425734e-05, 0.00034399999999834563, 0.000897000000001924, 0.00010399999999322063, 0.00040100000000364844, 0.0001010000000007949]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.910042|62.915299|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.005257000000000289|[1e-05, 0.0014750000000063324, 0.00015999999999394277, 0.00027900000000613545, 0.0009239999999977044, 0.00016099999999852344, 0.00033499999999975216, 0.00012100000000003774, 0.0003150000000005093, 0.0001699999999971169, 0.0012299999999996203]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.90794|62.915898|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 1235, 243, 1075, 879, 1235, 1235, 327, 1235, 1235]|0.007957999999995025|[1e-05, 0.0008179999999953225, 0.0008940000000023929, 0.00027899999999903, 0.001682999999999879, 0.0002780000000015548, 0.0010739999999955785, 0.0004559999999997899, 0.0004860000000022069, 0.0013909999999981437, 0.0005220000000036862]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.913637|62.997343|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514]|0.08370599999999939|[1e-05, 9.999999999621423e-05, 0.0012850000000028672, 0.00011299999999891952, 0.0004139999999992483, 0.0001010000000007949, 0.00040899999999766123, 0.00010500000000490672, 0.00034000000000133923, 0.0800479999999979, 0.0005979999999965457]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.915373|63.001286|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.08591299999999791|[1e-05, 0.0003509999999948832, 0.00017400000000122873, 0.00034000000000133923, 0.00018599999999935335, 0.0002589999999997872, 0.0807750000000027, 0.0025899999999978718, 0.0001889999999988845, 0.000610999999999251, 0.00018000000000029104]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.999692|63.005273|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.005580999999999392|[1e-05, 0.000167999999995061, 0.0006440000000011992, 0.0001600000000010482, 0.0006219999999999004, 0.00015100000000245473, 0.0006979999999998654, 0.00022399999999578313, 0.0020300000000048612, 0.00018799999999430383, 0.0005580000000051655]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.916347|63.011007|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 799, 1193, 1235, 1235, 1235, 1235, 243, 1075, 1393, 1235]|0.09465999999999752|[1e-05, 0.0002629999999967936, 0.08073300000000216, 0.0027889999999999304, 0.000793000000001598, 0.0008459999999956835, 0.0008949999999998681, 0.0002910000000042601, 0.001857999999998583, 0.0004580000000018458, 0.005665000000000475]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.001608|63.011468|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.00986000000000331|[1e-05, 0.0003510000000019886, 0.0005570000000005848, 0.0002539999999982001, 0.0003069999999993911, 0.001604000000000383, 0.00031700000000256523, 0.00038099999999730016, 0.005516000000000076, 0.00011200000000144428, 0.00036300000000011323]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.010539|63.01445|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.003910999999995113|[1e-05, 0.0002250000000003638, 0.00043199999999643524, 0.00010500000000490672, 0.0003989999999944871, 0.0014940000000009945, 0.00011700000000303135, 0.0004139999999992483, 0.00011599999999845068, 0.0004330000000010159, 0.00010600000000238197]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.011536|63.064095|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.05255900000000224|[1e-05, 0.0003370000000018081, 0.0015089999999986503, 0.00016800000000216642, 0.0003649999999950637, 0.00017300000000375348, 0.00036199999999553256, 0.0001790000000028158, 0.0003430000000008704, 0.0465289999999996, 0.0025300000000001432]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.011468|63.066814|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1273, 1235, 1235, 1235, 1313, 679, 1235, 1235, 1235, 1235]|0.05534600000000012|[1e-05, 0.0003370000000018081, 0.0016749999999987608, 0.0005319999999997549, 0.000534999999999286, 0.000354999999998995, 0.04636599999999902, 0.0028270000000034656, 0.0008969999999948186, 0.0008110000000058903, 0.0009009999999989304]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.014796|63.068315|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.05351900000000143|[1e-05, 0.046300999999999704, 0.0025050000000064188, 0.00018599999999935335, 0.0006859999999946353, 0.00017100000000169757, 0.0007289999999997576, 0.0001660000000001105, 0.0006850000000042655, 0.0002329999999943766, 0.0018020000000049663]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.0643|63.068771|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.004470999999995229|[1e-05, 0.0005430000000004043, 0.0003699999999966508, 0.00043399999999849115, 0.00031700000000256523, 0.0006789999999980978, 0.00017100000000169757, 0.00027899999999903, 0.0013190000000022906, 6.700000000137152e-05, 0.00021899999999419606]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.068315|63.070817|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.002501999999999782|[1e-05, 0.00021100000000018326, 5.699999999819738e-05, 0.000293000000006316, 5.699999999819738e-05, 0.00024299999999755073, 5.699999999819738e-05, 0.0011380000000045243, 5.999999999062311e-06, 0.000309000000001447, 6.700000000137152e-05]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.068771|63.07127|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.002499000000000251|[1e-05, 0.0002440000000021314, 9.299999999967667e-05, 0.0001660000000001105, 0.0001279999999965753, 7.500000000248974e-05, 0.000950000000003115, 0.00014600000000086766, 0.00024399999999502597, 0.00014000000000180535, 0.00024299999999755073]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.066984|63.071818|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[243, 1075, 1235, 1235, 1235, 403, 915, 1235, 1235, 1235, 563]|0.0048340000000024475|[1e-05, 0.001386000000003662, 0.00031200000000097816, 0.0003509999999948832, 0.00029500000000126647, 0.0001049999999978013, 0.0010750000000001592, 0.0003830000000064615, 0.00037899999999524425, 0.00038200000000188084, 0.0001200000000025625]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.071068|63.115589|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.04452100000000314|[1e-05, 6.600000000389628e-05, 0.00032300000000162754, 7.499999999538431e-05, 0.039540999999999826, 0.002338999999999203, 0.00018600000000645878, 0.0005439999999978795, 0.0002980000000007976, 0.0006149999999962574, 0.00034200000000339514]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.071335|63.116014|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.044679000000002134|[1e-05, 0.0002440000000021314, 0.00011700000000303135, 0.00012199999999751299, 0.03962500000000091, 0.002415999999996643, 0.00010500000000490672, 0.0006659999999953925, 0.00016400000000516002, 0.0007949999999965485, 0.00016300000000057935]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.116014|63.180119|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514]|0.06410499999999786|[1e-05, 0.00017100000000169757, 0.0019349999999960232, 0.00019400000000047157, 0.0005710000000007653, 0.00013500000000021828, 0.04333400000000154, 0.016582999999997128, 0.00025400000000530554, 0.0006509999999977367, 0.00017299999999664806]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.116383|63.180565|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.0641820000000024|[1e-05, 0.00016500000000263526, 0.0002649999999988495, 0.0016030000000029077, 0.00022599999999783904, 0.000476999999996508, 0.0002420000000000755, 0.06010900000000419, 0.00019499999999794682, 0.000453999999997734, 0.00024499999999960664]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.111256|63.180854|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[165, 1235, 1235, 1235, 1235, 243, 1075, 961, 1235, 1235, 245]|0.06959799999999916|[1e-05, 0.0025000000000048317, 0.0009359999999958291, 0.0009590000000017085, 0.0007939999999990732, 0.0002610000000018431, 0.0018389999999968154, 0.0007020000000039772, 0.060106999999995026, 0.0009090000000000487, 0.00046999999999997044]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
62.901814|63.2167|198.52.200.39|10.0.2.15|TLSv1.2|443|36922|[1474, 1310, 64, 1140, 1392, 1392, 607, 1392, 316, 1392, 316]|0.31488600000000133|[1e-05, 2.69999999957804e-05, 0.01020000000000465, 0.06413899999999728, 0.020223000000001434, 0.013149999999995998, 0.05101000000000511, 0.05002100000000098, 0.014781999999996742, 0.05261300000000091, 0.011141000000002066]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.180565|63.309104|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 54]|0.1285389999999964|[1e-05, 0.0028399999999990655, 0.00016199999999599868, 0.0006400000000041928, 0.0001529999999974052, 0.0006460000000032551, 0.0001529999999974052, 0.0006240000000019563, 0.00015499999999946112, 0.03090999999999866, 0.0734989999999982]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.180854|63.311672|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 1392, 60]|0.13081800000000499|[1e-05, 0.0028170000000002915, 0.0002760000000066043, 0.000522999999994056, 0.00026800000000548607, 0.0006079999999997199, 0.0002669999999938, 0.0004310000000060654, 0.0003229999999945221, 0.03033300000000594, 0.09308300000000003]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.183838|63.316917|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 1235, 881, 1111, 1235, 1235, 1235, 1235, 243, 1075]|0.13307899999999506|[1e-05, 0.0007919999999970173, 0.0007960000000011291, 0.0007829999999984238, 0.12333399999999983, 0.0025710000000032096, 0.0007669999999961874, 0.0008359999999996148, 0.0007840000000030045, 0.0002270000000024197, 0.002085999999998478]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.312053|63.317174|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.005121000000002596|[1e-05, 0.00023500000000353793, 0.000704999999996403, 0.00022400000000288856, 0.0006270000000014875, 0.00013500000000021828, 0.0006429999999966185, 1.100000000064938e-05, 0.00020099999999700913, 0.0019030000000057612, 0.0001799999999931856]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.311672|63.317325|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.005652999999995245|[1e-05, 0.00019199999999841566, 0.0006890000000012719, 0.0001699999999971169, 0.0006860000000017408, 0.00015400000000198588, 0.0005889999999979523, 0.00019999999999953388, 0.0020549999999985857, 0.00015199999999992997, 0.0006150000000033629]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.317438|63.321062|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.0036239999999949646|[1e-05, 0.00027799999999444935, 0.0002729999999999677, 0.0011150000000057503, 0.00011699999999592592, 0.00021800000000382624, 0.00010400000000032605, 0.0001299999999986312, 0.00101399999999785, 0.0001200000000025625, 0.0002289999999973702]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.317325|63.321385|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.004060000000002617|[1e-05, 0.0015920000000022583, 8.499999999855845e-05, 0.000286000000002673, 7.099999999837792e-05, 0.0011739999999988981, 6.49999999993156e-05, 0.0002910000000042601, 6.799999999884676e-05, 0.0002840000000006171, 6.599999999679085e-05]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.31761|63.449067|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 323, 1235, 1235, 1191, 1235, 1235, 1235, 1235, 243, 597]|0.1314569999999975|[1e-05, 0.00027199999999538704, 0.0012410000000002697, 0.00034200000000339514, 0.0001279999999965753, 0.001120000000000232, 0.0003489999999999327, 0.0003560000000035757, 0.0003260000000011587, 0.00011199999999433885, 0.12696600000000302]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.321118|63.453827|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 1392, 60, 60, 60, 60]|0.1327089999999984|[1e-05, 0.0002670000000009054, 0.00010999999999938836, 0.00021600000000177033, 0.00010999999999938836, 9.299999999967667e-05, 0.06266300000000058, 0.06448999999999927, 0.0038990000000040936, 0.00029099999999715465, 0.0004920000000012692]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.321569|63.455415|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.13384600000000546|[1e-05, 6.500000000642103e-05, 0.06297199999999492, 0.06796299999999889, 0.00016500000000263526, 0.0006849999999971601, 0.0001490000000003988, 0.0006389999999996121, 0.0001980000000045834, 0.0006599999999963302, 0.00017400000000122873]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.453931|63.513942|198.52.200.39|10.0.2.15|TCP|443|36922|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.06001100000000292|[1e-05, 0.0005780000000044083, 0.00027999999999650527, 0.0007379999999983511, 1.100000000064938e-05, 0.0002650000000059549, 0.0021810000000002105, 0.00037099999999412603, 0.0008529999999993265, 0.00026800000000548607, 0.0002119999999976585]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.453032|63.516563|10.0.2.15|198.52.200.39|TLSv1.2|36922|443|[1235, 1235, 1235, 1235, 243, 1075, 1235, 837, 1235, 1235, 677]|0.06353099999999756|[1e-05, 0.0007949999999965485, 0.0008520000000018513, 0.0007360000000034006, 0.0002819999999985612, 0.002490999999999133, 0.0010839999999987526, 0.00030600000000191585, 0.055681999999997345, 0.0008049999999997226, 0.00030399999999985994]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
63.45761|63.519413|10.0.2.15|198.52.200.39|TCP|36922|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.06180299999999761|[1e-05, 0.00023199999999690135, 0.0008639999999999759, 0.00024499999999960664, 0.05580600000000402, 0.00017199999999917281, 0.0006999999999948159, 0.00015199999999992997, 0.0028210000000044033, 0.0, 0.0006419999999991433]|FILE-TRANSFER_gate_SFTP_filetransfer.pcap
