58.406698|59.074261|198.52.200.39|10.0.2.15|TLSv1.2|443|59960|[1392, 1392, 1310, 1474, 1474, 1474, 1474, 1474, 1392, 1474, 1258, 719]|0.6675630000000012|[1e-05, 0.01829000000000036, 0.0002119999999976585, 0.008388000000003615, 0.00021600000000177033, 0.00022399999999578313, 0.00033499999999975216, 7.200000000295859e-05, 5.999999999772854e-05, 0.022590999999998473, 0.004998000000000502, 0.6121590000000054]|MAIL_gate_Email_IMAP_filetransfer.pcap
58.433755|73.171685|10.0.2.15|198.52.200.39|TCP|59960|443|[54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54]|14.737929999999999|[1e-05, 6.900000000342743e-05, 0.00022099999999625197, 5.9000000000253294e-05, 0.0002820000000056666, 5.699999999819738e-05, 0.0002980000000007976, 0.022382000000000346, 0.004972999999999672, 0.6121649999999974, 0.4753770000000017, 6.563075999999995]|MAIL_gate_Email_IMAP_filetransfer.pcap
58.315504|73.172423|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[597, 597, 597, 597, 597, 597, 597, 597, 597, 1111, 597, 1111]|14.856918999999998|[1e-05, 0.007180000000005293, 0.05908600000000064, 0.012963999999996645, 0.014018999999997561, 0.026949000000001888, 0.026871999999997342, 0.019013000000001057, 0.6340810000000019, 14.056016999999997, 0.0002780000000086602, 0.0002819999999985612]|MAIL_gate_Email_IMAP_filetransfer.pcap
58.434489|73.928818|198.52.200.39|10.0.2.15|TCP|443|59960|[1228, 60, 1474, 1228, 60, 60, 1474, 60, 60, 60, 60, 60]|15.494329000000008|[1e-05, 0.0014389999999977476, 0.021183000000000618, 5.9000000000253294e-05, 0.005461000000003935, 0.01908199999999738, 0.5924759999999978, 0.04165400000000119, 14.056047000000007, 0.00021999999999877673, 0.000312999999991348, 0.45006100000000515]|MAIL_gate_Email_IMAP_filetransfer.pcap
59.510595|75.565087|198.52.200.39|10.0.2.15|TLSv1.2|443|59960|[597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597]|16.054492000000003|[1e-05, 6.602060000000002, 7.269441999999998, 0.0760970000000043, 0.06464299999998957, 0.09816700000000367, 0.3078140000000076, 0.29084499999999025, 0.22203900000000942, 0.1285999999999916, 0.2552120000000002, 0.730598999999998]|MAIL_gate_Email_IMAP_filetransfer.pcap
73.932334|76.852963|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|2.9206290000000052|[1e-05, 0.3002390000000048, 0.0004330000000010159, 0.5949719999999985, 0.002853000000001771, 0.7345789999999965, 0.2883070000000032, 0.28985600000000034, 0.7074970000000036, 0.00042499999999279225, 0.0001759999999961792, 0.0012499999999988631]|MAIL_gate_Email_IMAP_filetransfer.pcap
73.622261|76.853021|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[597, 597, 1111, 597, 597, 597, 597, 597, 597, 1235, 637, 1235]|3.2307600000000036|[1e-05, 0.30982200000001114, 0.30021099999999024, 0.00047399999999697684, 0.5949640000000045, 0.0029669999999981655, 0.7343880000000098, 0.28842799999999613, 0.289913999999996, 0.7079379999999986, 0.00023300000000858745, 0.0013629999999977827]|MAIL_gate_Email_IMAP_filetransfer.pcap
73.382142|76.85573|10.0.2.15|198.52.200.39|TCP|59960|443|[54, 54, 54, 54, 54, 54, 54, 1514, 1514, 1514, 1514, 1514]|3.4735879999999923|[1e-05, 0.07610400000000084, 0.0646330000000006, 0.09815999999999292, 0.8606699999999989, 0.08865000000000123, 0.2552140000000094, 2.0252219999999994, 0.00010999999999228294, 0.001102000000003045, 0.0005969999999990705, 0.0024460000000061655]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.853021|76.858786|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.0057649999999966894|[1e-05, 0.00014400000000591717, 0.0026249999999947704, 0.0001770000000078653, 0.0002639999999871634, 0.00012300000000209366, 0.0003030000000023847, 0.0001390000000043301, 0.0002769999999969741, 0.00012300000000209366, 0.00014299999999423108, 0.0014090000000095415]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.85573|76.859418|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.003688000000011016|[1e-05, 0.0003659999999996444, 7.80000000020209e-05, 0.0003060000000090213, 7.69999999903348e-05, 0.00038200000000188084, 7.80000000020209e-05, 0.0015980000000013206, 7.80000000020209e-05, 0.0002669999999938, 7.600000000707041e-05, 0.000309000000001447]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.853105|76.861419|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[637, 1235, 1235, 1235, 1235, 243, 1075, 1235, 1235, 1391, 1235, 1235]|0.0083139999999986|[1e-05, 0.002803999999997586, 0.00038800000000094315, 0.0004420000000067148, 0.00039999999999906777, 0.0001409999999992806, 0.0015059999999920137, 0.00038200000000188084, 0.0003760000000028185, 0.00015199999999992997, 0.0011860000000041282, 0.00047999999999603915]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.858844|76.862185|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.0033409999999918227|[1e-05, 0.00024700000000166256, 0.0001409999999992806, 0.0002409999999883894, 0.00012700000000620548, 0.00015100000000245473, 0.0011009999999913589, 9.000000000014552e-05, 0.0002600000000114733, 0.00021699999999214015, 0.00034399999999834563, 0.0003659999999996444]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.859418|76.863963|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.004544999999993138|[1e-05, 0.0012739999999951124, 8.200000000613272e-05, 0.00029499999999416104, 7.599999999285956e-05, 0.0003980000000041173, 9.30000000067821e-05, 0.00021399999999971442, 7.399999999790907e-05, 0.0012720000000001619, 0.0002980000000007976, 0.0003859999999917818]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.863963|76.86729|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.0033269999999987476|[1e-05, 0.00026400000000137425, 7.200000000295859e-05, 0.00026599999999632473, 7.200000000295859e-05, 0.0015700000000009595, 6.499999999221018e-05, 0.00022900000000447562, 0.00013400000000274304, 0.0002479999999991378, 8.099999999444663e-05, 0.00024299999999755073]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.861708|76.867417|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 243, 1075, 1235, 1235, 1235, 403, 915, 1235, 1235, 1235]|0.005709000000010178|[1e-05, 0.0002890000000093096, 0.00018799999999430383, 0.0015130000000027621, 0.0003430000000008704, 0.0003370000000018081, 0.0005369999999942365, 0.0001330000000052678, 0.0012880000000023983, 0.0003739999999936572, 0.0003279999999961092, 0.00032500000000368345]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.862242|76.86853|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.006288000000012062|[1e-05, 0.001522000000008461, 0.0003509999999948832, 0.0003370000000018081, 0.0002570000000048367, 0.00026099999999473766, 0.00013500000000021828, 0.0012849999999957618, 0.0003760000000028185, 0.00032500000000368345, 0.0003260000000011587, 0.00013699999999516876]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.86729|76.871156|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.0038660000000021455|[1e-05, 0.0012400000000098998, 7.299999998622297e-05, 0.00027000000000043656, 7.500000000959517e-05, 0.00021199999999055308, 7.400000001211993e-05, 0.00021299999998802832, 7.400000001211993e-05, 0.0012299999999925149, 7.200000000295859e-05, 0.00025300000000072487]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.867496|77.075064|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[563, 755, 1235, 1235, 1235, 723, 595, 1235, 1514, 1514, 325, 435]|0.20756799999999487|[1e-05, 0.001179999999990855, 0.0003440000000125565, 0.00028599999998846215, 0.00031700000000967066, 0.00011200000000144428, 0.0011689999999902057, 0.000332000000000221, 0.20275900000000036, 0.00015100000000245473, 5.400000000577165e-05, 0.0007579999999904885]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.868732|77.075771|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.20703900000000885|[1e-05, 0.0003430000000008704, 0.000286000000002673, 0.00031599999999798456, 0.00011299999999891952, 0.001170999999999367, 0.00032800000001032004, 0.20259399999999061, 0.00030200000000490945, 0.00014899999999329339, 0.0007300000000043383, 0.000549000000006572]|MAIL_gate_Email_IMAP_filetransfer.pcap
76.871156|77.076476|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 669, 899, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.2053200000000004|[1e-05, 0.2025560000000013, 0.00020100000000411455, 4.500000000007276e-05, 0.00010399999999322063, 4.5999999997548e-05, 0.0006040000000098189, 0.0001299999999986312, 0.000489000000001738, 0.00017299999998954263, 0.0006380000000092423, 0.0001779999999911297]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.076879|77.08133|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.0044509999999888805|[1e-05, 0.0001759999999961792, 0.0008859999999941692, 0.00032699999999863394, 0.0004330000000010159, 0.00013400000000274304, 0.00047200000000202635, 0.00013599999999769352, 0.0005660000000062837, 9.799999999415832e-05, 0.0009490000000056398, 0.00014199999999675583]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.075878|77.083204|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.00732599999999195|[1e-05, 0.0007039999999989277, 0.000732999999996764, 0.00043399999999849115, 0.0007870000000025357, 0.0006079999999997199, 0.00039599999999495594, 0.000309000000001447, 0.00043399999999849115, 0.0002090000000123382, 0.0009469999999964784, 0.0015049999999945385]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.075771|77.286002|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 1235, 1043, 275, 1235, 1235, 1235, 1203, 1235, 1235, 718]|0.21023099999999317|[1e-05, 0.000704999999996403, 0.0007350000000059254, 0.00029299999999921056, 0.0008610000000004447, 0.0006009999999889715, 0.0007030000000014525, 0.0005430000000075097, 0.0002009999999899037, 0.0009170000000011669, 0.0014950000000055752, 0.20313199999999654]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.081754|77.286624|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 850, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.20486999999999966|[1e-05, 0.0009139999999945303, 0.0005359999999967613, 0.00014600000000086766, 0.20234700000000316, 0.0003049999999973352, 3.999999999848569e-05, 9.400000000425734e-05, 5.699999999819738e-05, 0.00015799999999899228, 7.399999999790907e-05, 0.00014600000000086766]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.085612|77.288195|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.20258300000000418|[1e-05, 0.20031500000000335, 0.0006209999999953197, 0.00012300000000209366, 0.0002110000000072887, 8.299999998939711e-05, 1.699999999971169e-05, 1.100000000064938e-05, 1.0000000003174137e-05, 1.100000000064938e-05, 1.0000000003174137e-05, 0.0009340000000008786]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.286624|77.291871|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.005246999999997115|[1e-05, 0.00013099999999610645, 0.0008190000000070086, 0.00022999999998774, 0.0009210000000052787, 0.00029000000000678483, 0.0007909999999924366, 0.00015899999999646752, 0.0006510000000048421, 0.00013500000000021828, 0.0008780000000001564, 0.000137999999992644]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.286083|77.292191|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1514, 1514, 1514, 1514, 1514, 218, 1235, 1235, 1235, 1235, 243, 1075]|0.00610799999999756|[1e-05, 0.00020499999999401552, 0.0002099999999956026, 0.00019500000000505224, 0.00012300000000209366, 9.000000000014552e-05, 0.0012889999999998736, 0.0011870000000016034, 0.0008699999999919328, 0.0007460000000065747, 0.0002570000000048367, 0.0008009999999956108]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.288354|77.293083|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.004728999999997541|[1e-05, 0.0008179999999953225, 0.0003240000000062082, 0.0005890000000050577, 0.00027799999999444935, 0.0005050000000039745, 0.00023000000000195087, 0.00026099999999473766, 0.000512000000000512, 0.0003200000000020964, 0.000489000000001738, 0.00027000000000043656]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.292445|77.294563|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.0021179999999958454|[1e-05, 0.00013699999999516876, 0.0005009999999998627, 5.800000000988348e-05, 0.00016599999999300508, 5.699999999819738e-05, 0.0004650000000054888, 6.799999999884676e-05, 0.00022900000000447562, 6.599999998968542e-05, 0.0002309999999994261, 6.900000001053286e-05]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.29281|77.295924|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 1235, 403, 1235, 1235, 1235, 1235, 243, 1075, 1235, 1235]|0.0031139999999965084|[1e-05, 0.0003859999999917818, 0.0002230000000054133, 0.0001089999999948077, 0.0004330000000010159, 0.00030399999999985994, 0.0002980000000007976, 0.0002920000000017353, 8.300000000360797e-05, 0.0002970000000033224, 0.00029299999999921056, 0.00033299999999769625]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.293237|77.296035|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.002797999999998524|[1e-05, 0.0002239999999886777, 0.00011000000000649379, 0.0004729999999995016, 0.0002690000000029613, 0.00029499999999416104, 0.0002939999999966858, 8.100000000865748e-05, 0.0002970000000033224, 0.0002920000000017353, 0.00022699999999531428, 0.00012499999999704414]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.294718|77.52143|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.22671199999999203|[1e-05, 6.499999999221018e-05, 0.0003150000000005093, 6.600000000389628e-05, 0.00022599999999783904, 7.300000000043383e-05, 0.00021800000000382624, 7.200000000295859e-05, 0.0002819999999985612, 7.200000000295859e-05, 0.22499499999999273, 0.00017499999999870397]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.296215|77.527101|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.23088599999999815|[1e-05, 0.00011700000000303135, 0.22519899999998927, 0.0001540000000090913, 0.0005189999999970496, 0.002397999999999456, 0.00010199999999827014, 0.0006900000000058526, 0.00029199999998752446, 0.0005730000000028213, 0.0002460000000041873, 0.000534999999999286]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.52185|77.844942|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 54, 1514]|0.3230920000000026|[1e-05, 0.002313999999998373, 0.00017499999999870397, 0.0005749999999977717, 0.0002950000000083719, 0.0006759999999985666, 0.00015799999999899228, 0.0006549999999947431, 0.00015700000000151704, 0.001665000000002692, 0.18993299999999635, 0.1263270000000034]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.296172|77.846286|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 403, 1235, 1233, 1235, 1235, 1235, 1235, 243, 1193, 1235, 1235]|0.5501140000000078|[1e-05, 0.0001160000000055561, 0.22514199999999107, 0.0005770000000069331, 0.0024909999999920274, 0.0009580000000113387, 0.0008649999999903457, 0.0007800000000059981, 0.00028500000000519776, 0.001290999999994824, 0.31662000000000035, 0.0007839999999958991]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.527285|77.850519|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.32323399999999936|[1e-05, 0.00021399999999971442, 0.0013709999999917954, 0.3163210000000021, 0.0002939999999966858, 0.0005200000000087357, 0.00028100000000108594, 0.0005309999999951742, 0.00018000000000029104, 0.0006120000000038317, 0.002355999999991809, 0.00028100000000108594]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.844942|78.156828|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.3118860000000012|[1e-05, 0.0007319999999992888, 0.00011100000000396903, 0.0006789999999909924, 0.00015199999999992997, 0.0006210000000095306, 0.002451999999991017, 0.00016800000000216642, 0.0006620000000054915, 0.00015899999999646752, 0.0007009999999922911, 0.30524300000000437]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.850862|78.163046|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.3121839999999878|[1e-05, 0.0002789999999919246, 0.0005400000000008731, 0.305380999999997, 0.0002649999999988495, 0.0005230000000011614, 0.003000999999997589, 0.00024400000000923683, 0.000461000000001377, 0.0003519999999923584, 0.0006290000000035434, 0.00020700000000317686]|MAIL_gate_Email_IMAP_filetransfer.pcap
77.846889|78.164076|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1313, 1235, 1235, 1273, 1235, 719, 1235, 1235, 1235, 1235, 243]|0.3171869999999899|[1e-05, 0.0005259999999935872, 0.002714999999994916, 0.0009000000000014552, 0.0005060000000014497, 0.3055970000000059, 0.000534999999999286, 0.003242000000000189, 0.0008339999999975589, 0.0008480000000048449, 0.0010029999999972006, 0.00037100000000123146]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.156828|78.165841|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.009012999999995941|[1e-05, 0.000641000000001668, 0.002861999999993259, 0.0001529999999974052, 0.000816000000000372, 0.00015500000000656655, 0.0007439999999974134, 0.0001560000000040418, 0.000690999999989117, 0.00017400000000122873, 0.0022300000000115006, 0.0002669999999938]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.163368|78.537267|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.37389899999999443|[1e-05, 0.0003739999999936572, 0.0003339999999951715, 0.0017650000000060118, 0.0002329999999943766, 0.3667120000000068, 0.00034999999999740794, 0.0005900000000025329, 0.00034800000000245745, 0.0005379999999917118, 0.00027000000000043656, 0.0005440000000049849]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.405682|78.538382|10.0.2.15|198.52.200.39|TCP|59960|443|[54, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.13269999999999982|[1e-05, 0.125228000000007, 0.0014529999999979282, 0.0002099999999956026, 0.0008519999999947458, 0.00018100000001197714, 0.0006810000000001537, 0.000206999999988966, 0.0006210000000095306, 0.002151999999995269, 0.00017300000000375348, 0.0007319999999992888]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.537556|78.697482|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.15992599999999868|[1e-05, 0.00033600000000433283, 0.0006050000000072941, 0.00028599999998846215, 0.0005570000000005848, 0.0002690000000029613, 0.1539769999999976, 0.00021399999999971442, 0.0005170000000020991, 0.002392999999997869, 0.0003010000000074342, 0.0004089999999905558]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.165972|78.697568|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[247, 1235, 1235, 1235, 799, 1235, 1235, 327, 1235, 205, 1235, 1235]|0.5315960000000075|[1e-05, 0.36687700000000234, 0.001024000000001024, 0.0008880000000033306, 0.0005419999999958236, 0.0024700000000024147, 0.0008919999999932315, 0.000821000000001959, 0.1542040000000071, 0.000515999999990413, 0.002586000000007971, 0.0006899999999916417]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.538382|78.698015|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.15963299999999947|[1e-05, 0.0006549999999947431, 0.00018000000000029104, 0.15392600000001266, 0.00022799999999278953, 0.0006460000000032551, 0.0023410000000012587, 0.0001469999999983429, 0.0006429999999966185, 0.00012100000000714317, 0.000538999999989187, 0.00011800000000050659]|MAIL_gate_Email_IMAP_filetransfer.pcap
75.851136|79.015509|198.52.200.39|10.0.2.15|TLSv1.2|443|59960|[597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597, 597]|3.1643729999999977|[1e-05, 0.28921700000000783, 0.6967889999999954, 0.6830499999999944, 0.16066000000000713, 0.1625449999999944, 0.31235000000000923, 0.2132519999999971, 0.161878999999999, 0.1613919999999922, 0.1613100000000003, 0.1612740000000059]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.697568|79.016243|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.31867499999999893|[1e-05, 0.000446999999994091, 0.00022699999999531428, 0.00040600000001234093, 0.0002239999999886777, 0.00021600000000887576, 0.000968000000000302, 0.00018899999999177908, 0.3154650000000032, 6.299999999725969e-05, 0.0002420000000000755, 0.00011100000000396903]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.69844|79.016627|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.31818699999999467|[1e-05, 0.00011599999999134525, 0.00130500000000211, 0.0001089999999948077, 0.18971900000001085, 0.12581999999999027, 9.900000000584441e-05, 0.0002920000000017353, 6.600000000389628e-05, 0.0002769999999969741, 6.600000000389628e-05, 0.00025199999998903877]|MAIL_gate_Email_IMAP_filetransfer.pcap
78.69814|79.177319|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 243, 761, 1235, 1235, 1235, 285, 1235, 1235, 841, 1235]|0.479179000000002|[1e-05, 0.0006350000000026057, 0.00021999999999877673, 0.001162000000007879, 0.3155709999999914, 0.0003489999999999327, 0.00034200000000339514, 0.0002080000000006521, 0.001434000000003266, 0.000727999999995177, 0.000816000000000372, 0.15760500000000377]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.016358|79.179873|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.16351500000000385|[1e-05, 0.00011000000000649379, 0.00020700000000317686, 0.0012379999999865277, 0.00026400000000137425, 0.0005510000000015225, 0.0001790000000028158, 0.0005510000000015225, 0.0002669999999938, 0.1573230000000052, 0.0002709999999979118, 0.00040500000000065484]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.017618|79.181267|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.1636490000000066|[1e-05, 0.00017499999999870397, 0.0006450000000057798, 0.0001699999999971169, 0.0005479999999948859, 0.00016899999999964166, 0.1574420000000032, 0.00017200000000627824, 0.0029339999999962174, 0.00018299999999271677, 0.000844000000000733, 0.00017000000001132776]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.180253|79.338588|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.1583350000000081|[1e-05, 0.000286000000002673, 0.0007280000000093878, 0.00019100000000094042, 0.0013569999999987203, 0.00015899999999646752, 0.0006439999999940937, 1.1999999998124622e-05, 0.0002600000000114733, 0.0013539999999920838, 0.0002479999999991378, 0.00037400000000786804]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.181718|79.502234|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 54, 1514, 1514, 1514, 1514, 1514]|0.3205159999999978|[1e-05, 0.0008979999999922939, 0.0006040000000098189, 0.00013299999999105694, 0.0016329999999982192, 0.00015000000000497948, 0.192545999999993, 0.12266600000000949, 0.00016699999999048032, 0.0007110000000096761, 0.00015399999999488045, 0.0006970000000023902]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.177545|79.502941|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1151, 1235, 1235, 1235, 1235, 243, 1075, 283, 1235, 1235, 1235, 1231]|0.325396000000012|[1e-05, 0.0027960000000035734, 0.001010000000007949, 0.0015079999999869642, 0.0006220000000070058, 0.0003070000000064965, 0.0015939999999972088, 0.0003679999999945949, 0.31510000000000105, 0.0008469999999931588, 0.0008250000000060709, 0.0003070000000064965]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.500737|79.507409|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.006671999999994682|[1e-05, 0.0002230000000054133, 0.0006099999999946704, 0.00024299999999755073, 0.000526000000007798, 0.0002959999999916363, 0.0003060000000090213, 0.002701999999999316, 0.00024399999999502597, 0.000641000000001668, 0.00016499999999552983, 0.0005540000000081591]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.502234|79.665775|10.0.2.15|198.52.200.39|TCP|59960|443|[1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514, 1514]|0.16354099999999505|[1e-05, 0.002853999999999246, 0.00032500000000368345, 0.0007639999999895508, 0.0001620000000031041, 0.0006340000000051305, 0.00016599999999300508, 0.15474600000000294, 0.00018000000000029104, 0.002772000000007324, 0.00017099999999459214, 0.0005790000000018836]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.507595|79.667623|198.52.200.39|10.0.2.15|TCP|443|59960|[60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60]|0.16002800000001116|[1e-05, 0.00021600000000887576, 0.15448599999999146, 0.0001880000000085147, 0.0003059999999948104, 0.0025200000000040745, 1.2999999995599865e-05, 0.000641000000001668, 0.00017499999999870397, 0.0006960000000049149, 0.00010199999999827014, 0.0006230000000044811]|MAIL_gate_Email_IMAP_filetransfer.pcap
79.505709|79.669564|10.0.2.15|198.52.200.39|TLSv1.2|59960|443|[1235, 1235, 1235, 203, 1235, 637, 1235, 1235, 1235, 1235, 243, 1075]|0.16385499999999809|[1e-05, 0.000881000000006793, 0.0008189999999927977, 0.0002879999999976235, 0.15468400000000315, 0.0002890000000093096, 0.002506999999994264, 0.0008519999999947458, 0.0007020000000039772, 0.0008920000000074424, 0.0002980000000007976, 0.001524999999986676]|MAIL_gate_Email_IMAP_filetransfer.pcap
